date|team|acquired|relinquished|notes
1992-03-30|Bulls|Phil Jackson||re-signed as head coach to 3-year contract extension
1992-04-15|Spurs|Jerry Tarkanian||hired as head coach
1992-04-23|Bucks|Frank Hamblen||reassigned from head coach to position in basketball operations
1992-04-23|Nuggets||Paul Westhead|fired as head coach
1992-04-23|Suns|Lowell Fitzsimmons / Cotton Fitzsimmons||promoted from head coach to senior executive VP of player personnel (effective at end of playoffs)
1992-04-23|Suns|Paul Westphal||promoted to head coach (effective at end of playoffs)
1992-05-01|Kings|Garry St. Jean||hired as head coach (date approximate)
1992-05-01|Lakers|Randy Pfund||hired as head coach (date approximate)
1992-05-05|Pistons||Chuck Daly|resigned as head coach
1992-05-12|Bucks|Mike Dunleavy Sr.||hired as head coach, signed to an 8-year contract through 1999-00
1992-05-19|Warriors|Gregg Popovich||hired as assistant coach
1992-05-20|Nuggets|Dan Issel||hired as head coach
1992-05-20|Rockets|Rudy Tomjanovich||promoted to head coach
1992-05-21|Pistons|Ron Rothstein||hired as head coach
1992-05-29|Nets|Brendan Suhr||hired as assistant coach
1992-05-29|Nets|Paul Silas||hired as assistant coach
1992-05-29|Nets|Rick Carlisle||hired as assistant coach
1992-06-01|76ers|Doug Moe||hired as head coach (date approximate)
1992-06-01|Bucks|Lakers agreed to release coach Mike Dunleavy Sr. from his contract||trade with Lakers
1992-06-01|Lakers||Lakers agreed to release coach Mike Dunleavy Sr. from his contract|trade with Bucks
1992-06-16|Hornets|Allan Bristow||re-signed head coach to a contract extension through 1996-97
1992-06-16|Hornets|Bill Hanzlik||re-signed as assistant coach to a contract extension
1992-06-16|Hornets|T.R. Dunn||re-signed as assistant coach to a contract extension
1992-06-18|Kings|Eddie Jordan||hired as as assistant coach, scout, & video coordinator
1992-06-24|Bucks|Jim Eyen||hired as assistant coach
1992-07-01|Clippers|R.C. Buford||hired as assistant coach (date approximate)
1992-07-01|Spurs|Tom Thibodeau||hired as assistant coach (date approximate)
1992-07-23|Timberwolves|Chuck Davisson||hired as assistant coach
1992-08-28|Hawks|Gary Wortman||hired as assistant coach / director of scouting
1992-09-08|Warriors|Paul Pressey||hired as assistant coach
1992-09-25|Bucks|Mike Dunleavy Sr.||hired as VP of basketball operations in addition to head coach
1992-10-16|Jazz|Jerry Sloan||re-signed head coach to a 1-year contract extension
1992-11-24|Warriors|Paul Pressey||signed as assistant coach / free agent to a 1-year contract
1992-12-18|Spurs||Jerry Tarkanian|fired as head coach
1992-12-18|Spurs|John Lucas Sr.||hired as head coach
1993-01-11|Timberwolves||Jimmy Rodgers|fired as head coach
1993-01-11|Timberwolves|Sidney Lowe||promoted to interim head coach
1993-01-13|Mavericks||Richie Adubato|fired as head coach
1993-01-13|Mavericks|Garfield Heard||named interim head coach
1993-02-01|76ers|Fred Carter||hired as head coach (date approximate)
1993-03-04|Mavericks|Quinn Buckner||hired as head coach, signed to a 5-year contract
1993-03-24|Timberwolves|Sidney Lowe||pomoted to head coach, signed to a 3-year contract
1993-04-26|Pistons||Ron Rothstein|fired as head coach
1993-05-03|Pistons|Don Chaney||hired as head coach
1993-05-10|Hawks||Bob Weiss|fired as head coach
1993-05-20|Clippers||Larry Brown|resigned as head coach
1993-05-20|Kings||Dave Wohl|fired as assistant coach
1993-05-20|Kings|Mike Schuler||promoted to lead assistant coach
1993-05-20|Kings|Eddie Jordan||promoted to full-time assistant coach
1993-05-20|Kings|Mike Bratz||hired as assistant coach / scout / video coordinator
1993-06-01|Hawks|Brian Winters||hired as assistant coach (date approximate)
1993-06-01|Hawks|Dick Helm||hired as assistant coach (date approximate)
1993-06-01|Hawks|Lenny Wilkens||hired as head coach
1993-06-07|Pacers|Larry Brown||hired as head coach
1993-06-18|76ers|Jeff Ruland||hired as assistant coach
1993-06-21|Timberwolves|Bob Weinhauer||hired as assistant coach
1993-06-21|Timberwolves|Kevin McHale||hired as special assistant coach / TV analyst
1993-06-30|Magic|Brian Hill||promoted to head coach
1993-06-30|Magic|Matt Guokas||moved from head coach to VP of basketball development
1993-07-10|Magic|Bob Hill||hired as assistant coach
1993-07-10|Magic|Wayne Rollins / Tree Rollins||hired as assistant coach
1993-08-06|Rockets||Calvin Murphy|fired as special assignments coach
1993-08-30|Pacers|Billy King||hired as assistant coach
1993-09-16|Mavericks|Leonard Robinson / Truck Robinson||hired as assistant coach
1993-09-16|Rockets|Larry Smith||hired as assistant coach
1993-11-10|Rockets|Rudy Tomjanovich||re-signed as head coach to a contract extension
1993-12-12|Kings|Garry St. Jean||team exercised contract option on head coach through 1994-95 season
1994-01-10|Magic|Wayne Rollins / Tree Rollins||signed assistant coach to a 10-day player contract
1994-03-12|Lakers|Randy Pfund||signed head coach to a 1-year contract extension
1994-04-16|Lakers||Earvin Johnson / Magic Johnson|resigned as head coach
1994-04-24|Bullets||Wes Unseld|resigned as head coach
1994-04-25|Kings||Mike Schuler|resigned as assistant coach
1994-04-29|Timberwolves||Bob Weinhauer|resigned as assistant coach
1994-05-03|Mavericks|Quinn Buckner||fired as head coach
1994-05-04|Bullets|Jim Lynam||hired as head coach
1994-05-13|Lakers|Del Harris||hired as head coach
1994-05-17|Mavericks|Dick Motta||hired as head coach
1994-05-19|Blazers||Rick Adelman|fired as head coach
1994-05-31|Bulls||John Bach / Johnny Bach|team declined to exercise contract option of assistant coach
1994-05-31|Warriors||Gregg Popovich|released assistant coach from his contract so he could become VP of basketball operations for the Spurs
1994-06-02|Heat|Kevin Loughery||signed head coach to a multi-year contract extension
1994-06-22|Hornets|John Bach / Johnny Bach||hired as assistant coach
1994-06-23|Blazers|P.J. Carlesimo||hired as head coach
1994-06-28|Bulls|Jimmy Rodgers||hired as assistant coach
1994-07-01|76ers|Tom Thibodeau||hired as assistant coach (date approximate)
1994-07-01|Mavericks|Kip Motta||hired as assistant coach (date approximate)
1994-07-06|Warriors|Bob Lanier||hired as assistant coach
1994-07-13|76ers|Kareem Abdul-Jabbar / Lew Alcindor||hired as assistant coach
1994-07-23|Celtics|Chris Ford||re-signed head coach to a contract extension through 1996-97
1994-07-23|Kings|Wayne Cooper||hired as director of basketball services / assistant coach
1994-07-28|Clippers|Bill Fitch||hired as head coach
1994-08-02|Blazers|Johnny Davis||hired as assistant coach
1994-08-05|Blazers|Rick Carlisle||hired as assistant coach
1994-08-16|Blazers|Dick Harter||hired as assistant coach
1994-08-17|Timberwolves||Sidney Lowe|fired as head coach
1994-08-17|Timberwolves||Chuck Davisson|fired as assistant coach
1994-08-18|Nets|Jerry Eaves||hired as assistant coach
1994-08-23|Heat|Alvin Gentry||re-signed as assistant coach to a multi-year contract
1994-08-23|Heat|Ed Badger||hired as assistant coach to a multi-year contract
1994-08-29|Spurs|Bob Hill||hired as head coach
1994-08-29|Timberwolves|Bill Blair||hired as head coach
1994-08-31|Spurs|Dave Cowens||hired as assistant coach
1994-08-31|Spurs|Hank Egan||hired as assistant coach
1994-08-31|Spurs|Paul Pressey||hired as assistant coach
1994-09-01|Pistons|K.C. Jones||hired as assistant coach
1994-09-06|Timberwolves|Mike Schuler||hired as assistant coach
1994-09-09|Timberwolves|Randy Wittman||hired as assistant coach
1994-09-14|Sonics|Bob Kloppenburg||promoted from assistant coach to VP of personnel & scouting
1994-09-14|Sonics|Dwane Casey||hired as assistant coach
1994-09-20|Clippers|Barry Hecker||hired as assistant coach
1994-09-20|Clippers|Bob Ociepka||re-signed as assistant coach
1994-09-20|Clippers|Jim Brewer||hired as assistant coach
1994-09-26|Magic|Richie Adubato||hired as assistant coach
1994-09-26|Magic|Tom Sterner||hired as assistant coach / pro scout
1994-09-28|Timberwolves|Greg Ballard||hired as assistant coach
1994-09-30|Magic|Wayne Rollins / Tree Rollins||re-signed unrestricted free agent (will continue role as player/assistant coach)
1994-10-03|Cavaliers|Sidney Lowe||hired as assistant coach
1994-10-21|Sonics||Tim Grgurich|resigned as assistant coach
1994-11-09|Magic|Brian Hill||re-signed as head coach to a contract extension
1994-11-17|Sonics|Bob Weiss||hired as assistant coach
1994-11-19|Warriors|Rod Higgins||hired as assistant coach
1995-01-15|Nuggets||Dan Issel|resigned as head coach
1995-01-15|Nuggets|Gene Littles||promoted from assistant coach to interim head coach
1995-01-16|Nuggets|Tom Nissalke||hired as assistant coach
1995-01-19|Cavaliers|Larry Nance Sr.||hired as special assistant coach
1995-02-09|Celtics|Dennis Johnson||re-signed as assistant coach to a contract extension
1995-02-09|Celtics|Don Casey||re-signed as assistant coach to a contract extension
1995-02-13|Warriors||Don Nelson|resigned as head coach & GM
1995-02-13|Warriors|Bob Lanier||promoted to interim head coach
1995-02-14|Heat||Kevin Loughery|fired as head coach
1995-02-14|Heat|Alvin Gentry||promoted from assistant coach to head coach
1995-02-16|Heat|Tony Fiorentino||hired as assistant coach
1995-02-18|Jazz|Jerry Sloan||re-signed as head coach to a 2-year contract extension
1995-02-20|Nuggets|Gene Littles||demoted from interim head coach to assistant coach
1995-02-20|Nuggets|Bernie Bickerstaff||hired as president & head coach
1995-02-20|Nuggets|Mike Evans||promoted from assistant coach to director of player personnel
1995-04-26|Pistons||Don Chaney|fired as head coach
1995-04-27|Pistons|Doug Collins||hired head coach to a 5-year, $7.5M contract
1995-05-01|Kings|Garry St. Jean||signed head coach to a 3-year, ~$2.1M contract extension
1995-05-04|Heat||Alvin Gentry|fired as head coach
1995-05-04|Heat||Ed Badger|fired as assistant coach
1995-05-04|Heat||Tony Fiorentino|fired as assistant coach
1995-05-17|Celtics||Chris Ford|fired as head coach
1995-05-19|Warriors|Rick Adelman||hired as head coach
1995-05-31|Suns||Lionel Hollins|fired as assistant coach
1995-05-31|Suns||Scotty Robertson|fired as assistant coach
1995-06-01|Suns|Paul Silas||hired as assistant coach
1995-06-02|Raptors|Brendan Malone||hired as head coach
1995-06-05|Warriors|John Wetzel||hired as assistant coach
1995-06-06|Pistons|Alvin Gentry||hired as assistant coach
1995-06-06|Raptors|Don Casey||hired as assistant coach
1995-06-12|Warriors|Rod Higgins||re-signed as assistant coach
1995-06-15|Knicks||Pat Riley|resigned as head coach
1995-06-19|Celtics|M.L. Carr||hired as head coach (in addition to director of basketball operations)
1995-06-19|Grizzlies|Brian Winters||hired as head coach
1995-06-19|Hawks||Brian Winters|resigned as assistant coach
1995-06-23|Celtics|Don Casey||re-signed as assistant coach to a 4-year contract
1995-06-27|Hawks|Jerry Powell||hired as assistant coach
1995-06-28|Lakers|Larry Drew I||re-signed as assistant coach to a contract extension
1995-06-30|Warriors|George Irvine||hired as assistant coach
1995-07-01|Pistons|Brian James||hired as assistant coach (date approximate)
1995-07-06|Grizzlies|Jimmy Powell||hired as assistant coach
1995-07-06|Knicks|Don Nelson||hired as head coach
1995-07-26|Suns|Donn Nelson / Donnie Nelson||hired as assistant coach
1995-08-25|Grizzlies|Lionel Hollins||hired as assistant coach
1995-08-29|Bulls|John Paxson (b)||hired as assistant coach
1995-09-02|Heat|Pat Riley||hired as president & head coach and signed to a 10-year contract as president and a 5-year contract as head coach
1995-09-07|Pacers|Herb Brown||hired as assistant coach
1995-09-08|Grizzlies|Rex Hughes||hired as assistant coach
1995-09-19|Nets|Stan Albeck||hired as assistant coach
1995-09-19|Nets|Clifford Ray||hired as assistant coach
1995-09-20|Heat|Jeff Bzdelik||hired as assistant coach / scout
1995-09-20|Heat|Stan Van Gundy||hired as assistant coach
1995-09-20|Heat|Tony Fiorentino||hired as assistant coach / scout
1995-09-20|Heat|Bob McAdoo||hired as assistant coach
1995-09-20|Heat|Scotty Robertson||hired as assistant coach
1995-10-02|Magic||Wayne Rollins / Tree Rollins|retired as player - remained as assistant coach
1995-10-31|Bullets|Derek Smith||activated assistant coach as player
1995-11-14|Magic|Brian Hill||signed head coach to a 3-year contract extension
1995-12-18|Timberwolves||Bill Blair|fired as head coach
1995-12-18|Timberwolves|Jerry Sichting||hired as assistant coach
1995-12-18|Timberwolves|Phil Saunders / Flip Saunders||named head coach and director of scouting and player development (in addition to being GM?)
1996-01-11|Rockets|Rudy Tomjanovich||re-signed as head coach to a reported 2-year contract extension
1996-01-16|Suns||Paul Westphal|fired as head coach
1996-01-16|Suns|Lowell Fitzsimmons / Cotton Fitzsimmons||hired as head coach
1996-02-13|Warriors|Al Attles||hired as assistant coach
1996-03-08|Knicks||Don Nelson|fired as head coach
1996-03-08|Knicks|Jeff Van Gundy||promoted from assistant coach to interim head coach
1996-04-22|Nets||Alfred Beard / Butch Beard|fired as head coach
1996-04-22|Raptors||Brendan Malone|fired as head coach
1996-04-22|Raptors|Darrell Walker||hired as head coach
1996-04-23|Hornets||Allan Bristow|fired as head coach
1996-05-01|Mavericks||Dick Motta|fired as head coach (retained as a consultant)
1996-05-02|Bucks||Mike Dunleavy Sr.|fired (resigned per some sources) as head coach, but remains as VP of basketball operations (date 04-27 per P, Bucks media guide)
1996-05-13|76ers||Tom Thibodeau|fired as assistant coach
1996-05-13|76ers||John Lucas Sr.|fired as head coach
1996-05-13|76ers||Ron Adams|fired as assistant coach
1996-05-14|76ers|Maurice Cheeks||retained as assistant coach
1996-05-14|Sonics|George Karl||team exercised contract option on head coach
1996-05-23|Bullets|Jim Lynam||extended contract of head coach for 2 years (date 05-24 per P)
1996-05-23|Knicks|Jeff Van Gundy||team exercised 2-year option on contract as head coach
1996-05-24|Bullets|Bob Staak||team extended contract as assistant coach through 1999
1996-05-24|Bullets|Buzz Braman||extended contract as assistant coach through 1999
1996-05-24|Bullets|Derek Smith||extended contract as assistant coach through 1999
1996-05-29|Hornets|Dave Cowens||hired as head coach
1996-05-29|Spurs||Dave Cowens|resigned as assistant coach (date approximate)
1996-05-30|Suns|Danny Ainge||hired as assistant coach and future head coach
1996-05-31|Bulls||Jim Cleamons|resigned as assistant coach (date approximate)
1996-05-31|Mavericks|Jim Cleamons||hired as head coach
1996-06-02|Suns|Danny Ainge||hired as assistant coach
1996-06-04|Pistons|John Bach / Johnny Bach||hired as assistant coach
1996-06-06|Nets|John Calipari||hired as VP of basketball operations & head coach to a reported 5-year, $15M contract
1996-06-10|Hawks||Jerry Powell|resigned as assistant coach
1996-06-10|Hornets|T.R. Dunn||retained as assistant coach
1996-06-14|Kings|Pete Carril||hired as assistant coach
1996-06-16|76ers|Johnny Davis||hired as head coach (date 06-10 per P)
1996-06-16|Blazers||Johnny Davis|resigned as assistant coach
1996-06-16|Bucks|Chris Ford||hired as head coach, signed to a 3-year contract with 2 additional option years
1996-06-17|Hawks|Bill Hanzlik||hired as assistant coach
1996-06-20|Bulls|Phil Jackson||re-signed as head coach to a 1-year, reported $2.5M contract
1996-06-26|Mavericks|Alfred Beard / Butch Beard||hired as assistant coach
1996-06-28|Bucks||Frank Hamblen|fired as assistant coach
1996-06-28|Bucks||Jim Eyen|fired as assistant coach
1996-06-28|Bucks||Clarence Carter / Butch Carter|fired as assistant coach
1996-06-29|Nets|Don Casey||hired as assistant coach
1996-07-01|Celtics|K.C. Jones||hired as assistant coach
1996-07-01|Spurs|Mike Budenholzer||promoted to assistant coach (date approximate)
1996-07-03|Mavericks|Bob Salmi||hired as assistant coach & video coordinator
1996-07-08|76ers|Bob Ociepka||hired as assistant coach
1996-07-08|76ers|Ed Badger||hired as assistant coach
1996-07-08|Knicks|Tom Thibodeau||hired as assistant coach
1996-07-08|Knicks|Brendan Malone||hired as assistant coach
1996-07-09|Hornets|Lee Rose||hired as assistant coach
1996-07-19|Nuggets|Bob Kloppenburg||moved from assistant coach to player personnel coordinator
1996-07-19|Nuggets|Dick Motta||hired as assistant coach
1996-07-22|Kings|Eddie Jordan||re-signed as assistant coach
1996-07-22|Kings|Mike Bratz||re-signed as assistant coach
1996-07-26|Rockets|Jim Boylen||promoted to assistant coach
1996-08-09|Timberwolves|Phil Saunders / Flip Saunders||re-signed as head coach
1996-08-10|Bullets||Derek Smith|assistant coach died
1996-08-12|Hornets|Mark Osowski||hired as assistant coach
1996-08-28|Bulls||John Paxson (b)|resigned as assistant coach
1996-08-28|Mavericks|Jack Nolan||hired as assistant coach
1996-08-28|Mavericks|Lanny Van Eman||hired as assistant coach
1996-08-28|Mavericks|Charlie Parker||hired as assistant coach
1996-08-29|Bucks|Bob Weinhauer||hired as assistant coach
1996-08-30|Bucks|Mike Woodson||hired as assistant coach
1996-09-03|Bulls|Frank Hamblen||hired as assistant coach
1996-09-03|Bulls|Bill Cartwright||hired as assistant coach
1996-09-05|Hawks||Jack Nolan|resigned as assistant coach/scout
1996-09-05|Hawks|Stan Albeck||hired as assistant coach/scout
1996-09-13|Sonics|George Karl||signed as head coach to a 1-year, $3M contract extension
1996-09-23|Lakers|Del Harris||signed as head coach to a 2-year contract extension through 1998-99
1996-09-26|76ers|Maurice Cheeks||hired as assistant coach
1996-09-26|Blazers|Elston Turner||hired as assistant coach
1996-09-27|Nets|Kenny Gattison||hired as assistant coach
1996-09-30|Lakers||Michael Cooper|resigned as assistant coach
1996-10-02|Bullets|Clifford Ray||hired as assistant coach
1996-10-30|Sonics|George Karl||signed as head coach to a 1-year contract extension through 1997-98
1996-11-14|Suns||Lowell Fitzsimmons / Cotton Fitzsimmons|retired as head coach
1996-11-14|Suns|Danny Ainge||hired as head coach
1996-11-26|Nuggets||Bernie Bickerstaff|resigned as head coach
1996-11-26|Nuggets|Dick Motta||promoted from assistant coach to head coach and signed to a multi-year contract
1996-12-10|Spurs||Bob Hill|fired as head coach
1996-12-10|Spurs|Gregg Popovich||hired as head coach (in addition to VP of basketball operations)
1997-01-24|Grizzlies||Brian Winters|fired as head coach
1997-01-24|Grizzlies|Stu Jackson||named head coach in addition to president & GM
1997-02-05|Bullets||Buzz Braman|fired as assistant coach
1997-02-05|Bullets||Jim Lynam|fired as head coach
1997-02-05|Bullets|Bob Staak||promoted from assistant coach to interim head coach
1997-02-05|Bullets|Bernie Bickerstaff||hired as head coach (date 02-10 per P)
1997-02-13|Jazz|Jerry Sloan||re-signed as head coach to a 1-year contract extension through 1998-99
1997-02-13|Raptors|Earl Cureton||hired as assistant strength & conditioning coach
1997-02-16|Raptors|Brendan Suhr||hired as assistant coach
1997-02-18|Magic||Brian Hill|fired as head coach
1997-02-18|Magic|Richie Adubato||promoted from assistant coach to interim head coach
1997-02-20|Suns|Frank Johnson||hired as assistant coach
1997-02-28|Magic|Richie Adubato||hired as head coach for the remainder of the season
1997-03-20|Kings||Garry St. Jean|fired as head coach
1997-03-20|Kings|Wayne Cooper||hired as assistant coach
1997-03-20|Kings|Eddie Jordan||promoted from assistant coach to interim head coach
1997-04-20|76ers||Johnny Davis|fired as head coach
1997-04-21|Grizzlies|Lionel Hollins||re-signed as assistant coach
1997-04-21|Nuggets||Dick Motta|fired as head coach
1997-04-21|Nuggets||Gene Littles|fired as assistant coach
1997-04-21|Nuggets||Jim Brovelli|fired as assistant coach
1997-04-21|Nuggets||Kip Motta|fired as assistant coach
1997-04-22|Grizzlies||Rex Hughes|fired as assistant coach
1997-04-22|Grizzlies||Jimmy Powell|fired as assistant coach
1997-04-23|Mavericks||Lanny Van Eman|fired as assistant coach
1997-04-23|Spurs|Gregg Popovich||re-signed as head coach & GM to a multi-year contract extension
1997-04-28|Warriors||George Irvine|fired as assistant coach
1997-04-28|Warriors||John Wetzel|fired as assistant coach
1997-04-28|Warriors||Rick Adelman|fired as head coach
1997-04-28|Warriors||Rod Higgins|fired as assistant coach
1997-04-30|Celtics||M.L. Carr|resigned as head coach (remained as director of basketball operations)
1997-04-30|Pacers||Larry Brown|resigned as head coach
1997-05-05|76ers|Larry Brown||hired as head coach & GM to a 5-year, $25M contract
1997-05-06|Celtics||John Kuester|fired as assistant coach
1997-05-06|Celtics||Dennis Johnson|fired as assistant coach
1997-05-06|Celtics||K.C. Jones|fired as assistant coach
1997-05-06|Celtics|Rick Pitino||hired as head coach, signed to a rumored 10-year, $70M contract
1997-05-07|Celtics|Jim O'Brien||hired as assistant coach
1997-05-07|Celtics|Winston Bennett||hired as assistant coach
1997-05-08|Blazers||P.J. Carlesimo|fired as head coach
1997-05-08|Celtics|Rick Pitino||assumed title of president in addition to head coach
1997-05-08|Kings|Eddie Jordan||re-signed as head coach to a 2-year contract
1997-05-08|Pacers|Larry Bird||hired as head coach
1997-05-09|76ers||Bob Ociepka|fired as assistant coach
1997-05-09|76ers||Ed Badger|fired as assistant coach
1997-05-13|Blazers|Mike Dunleavy Sr.||hired as head coach
1997-05-16|Blazers||Dick Harter|fired as assistant coach
1997-05-20|Bullets||Bob Staak|fired as assistant coach
1997-05-21|Bullets||Clifford Ray|fired as assistant coach
1997-05-22|Clippers|Bill Fitch||re-signed as head coach to a 2-year contract extension through 1999-00
1997-05-29|Nuggets|Bill Hanzlik||hired as head coach
1997-06-02|76ers|Garfield Heard||hired as assistant coach
1997-06-02|76ers|John Kuester||hired as assistant coach
1997-06-02|76ers|Mark Turgeon||hired as assistant coach
1997-06-03|Magic|Chuck Daly||hired as head coach, signed to a reported 3-year, $15M contract
1997-06-05|Kings|Ralph Lewis||hired as assistant coach
1997-06-05|Kings|Mike Bratz||promoted to lead assistant coach
1997-06-05|Warriors|P.J. Carlesimo||hired as head coach, signed to a 5-year contract
1997-06-10|76ers|Randy Ayers||hired as strength & conditioning coach
1997-06-10|Pacers|Dick Harter||hired as assistant coach
1997-06-10|Pacers|Rick Carlisle||hired as assistant coach
1997-06-11|Nuggets|Brian Winters||hired as assistant coach
1997-06-17|Pistons|Doug Collins||restructured contract as head coach
1997-06-18|Wizards|Jim Brovelli||hired as assistant coach
1997-06-18|Wizards|John Outlaw||hired as assistant coach
1997-06-18|Wizards|Mike Brown (b)||hired as assistant coach
1997-06-19|Nuggets|T.R. Dunn||hired as assistant coach
1997-06-23|Rockets|Rudy Tomjanovich||re-signed as head coach to a restructured contract and 1-year extension through 2000-01
1997-06-24|Cavaliers||Jim Boylan|fired as assistant coach
1997-06-25|Suns|Scott Skiles||hired as assistant coach
1997-06-26|Grizzlies|Brian Hill||hired as head coach
1997-06-27|Magic|Brendan Suhr||hired as assistant coach
1997-06-27|Magic|Tom Sterner||re-signed as assistant coach
1997-06-27|Magic|Wayne Rollins / Tree Rollins||re-signed as assistant coach
1997-07-01|Pistons|John Hammond||hired as assistant coach (date approximate)
1997-07-07|Knicks|Jeff Van Gundy||re-signed as head coach to a multi-year contract extension
1997-07-08|Hawks||Bill Hanzlik|resigned as assistant coach (date should be prior to 05-29?)
1997-07-08|Hawks|Phil Hubbard||hired as assistant coach
1997-07-15|Timberwolves|Phil Saunders / Flip Saunders||re-signed as head coach & GM to a 5-year contract extension
1997-07-16|Warriors|Paul Westhead||hired as assistant coach
1997-07-18|Hornets|Paul Silas||hired as assistant coach
1997-07-23|Bulls|Phil Jackson||re-signed as head coach to a 1-year, $6M contract
1997-07-23|Warriors|Rod Higgins||hired as assistant coach
1997-07-28|Raptors|Darrell Walker||re-signed as head coach to a 3-year contract extension
1997-07-30|Cavaliers|Marc Iavaroni||hired as assistant coach
1997-08-01|Rockets|Rudy Tomjanovich||re-signed as head coach to a restructured contract and 1-year extension through 2000-01 (per P)
1997-08-12|Raptors|Bob Kloppenburg||hired as assistant coach
1997-08-14|Cavaliers|Mike Fratello||renegotiated and extended contract as head coach by 4 years through 2001-02
1997-08-26|Hawks|Lenny Wilkens||re-signed as head coach to a 4-year, $20M contract extension through 2001-02 season
1997-09-06|Bucks|Dick Versace||hired as assistant coach
1997-09-09|Heat||Scotty Robertson|resigned as assistant coach (moved from assistant coach to college scout per P)
1997-09-09|Heat|Jeff Bzdelik||moved from college scout to assistant coach
1997-09-10|Grizzlies|Jack Nolan||hired as assistant coach
1997-09-10|Grizzlies|Jim Boylan||hired as assistant coach
1997-09-16|Warriors|Bob Staak||hired as assistant coach
1997-09-26|Blazers|Jim Eyen||hired as assistant coach
1997-09-26|Blazers|Tony Brown||hired as assistant coach
1997-10-01|Hawks|Chris Tucker||promoted from strength & conditioning coach to athletic trainer
1997-10-02|Mavericks|Sonny Allen||hired as assistant coach
1997-10-08|Blazers|Bill Musselman||hired as assistant coach
1997-10-16|Raptors|Clarence Carter / Butch Carter||hired as assistant coach
1997-10-29|Nets|Rich Dalari||hired as assistant coach
1997-11-07|Nuggets|Mike D'Antoni||moved from director of player personnel to assistant coach
1997-12-04|Mavericks||Alfred Beard / Butch Beard|fired as assistant coach
1997-12-04|Mavericks||Jim Cleamons|fired as head coach
1997-12-04|Mavericks||Sonny Allen|fired as assistant coach
1997-12-04|Mavericks|Ron Ekker||moved from director of scouting to assistant coach
1997-12-04|Mavericks|Don Nelson||hired as head coach (in addition to GM) for the remainder of the season
1997-12-05|Mavericks|Kurt Thomas||hired as assistant coach through the end of the 97-98 season
1997-12-31|Mavericks|Don Nelson||re-signed as head coach on a 2-year contract extension through 1999-00
1998-01-02|Suns|Tom Chambers||hired as special assistant to the coaching staff
1998-01-02|Suns||Donn Nelson / Donnie Nelson|resigned as assistant coach
1998-01-06|Mavericks|Donn Nelson / Donnie Nelson||moved from director of scouting to assistant coach
1998-01-08|Suns|Roger Reid||hired as assistant coach
1998-01-31|Nets|Jack Haley||hired as assistant coach
1998-02-01|Pistons||Doug Collins|fired as head coach
1998-02-01|Pistons|Alvin Gentry||named interim head coach for the remainder of the season
1998-02-04|Nuggets|Mike D'Antoni||moved from assistant coach to interim GM
1998-02-13|Raptors||Darrell Walker|resigned as head coach
1998-02-13|Raptors|Clarence Carter / Butch Carter||promoted from assistant coach to interim head coach
1998-03-02|Mavericks|Scott Roth||hired as assistant coach
1998-04-20|Clippers||Bill Fitch|fired as head coach
1998-04-20|Clippers||Barry Hecker|fired as assistant coach
1998-04-20|Clippers||Jim Brewer|fired as assistant coach
1998-04-20|Clippers||Rex Kalamian|fired as assistant coach
1998-04-20|Nuggets||Bill Hanzlik|fired as head coach
1998-04-20|Nuggets||Brian Winters|fired as assistant coach
1998-04-20|Nuggets||T.R. Dunn|fired as assistant coach
1998-04-28|Pistons|Alvin Gentry||re-signed as head coach to a 2-year contract extension with a 1-year team option
1998-05-22|Hawks||Dick Helm|fired as assistant coach
1998-05-26|Sonics||George Karl|fired as head coach
1998-06-12|Raptors|Joe Harrington, Brian James||hired as assistant coach
1998-06-12|Raptors|Clarence Carter / Butch Carter||re-signed as head coach to a 2-year contract through 1999-2000 with a 1-year team option for 2000-01
1998-06-16|Bulls||Jimmy Rodgers|resigned as assistant coach
1998-06-17|Sonics|Paul Westphal||hired as head coach, signed to a 3-year contract with a fourth year team option
1998-06-23|Celtics|Lester Conner||hired as assistant coach
1998-06-30|Kings||Ralph Lewis|fired as assistant coach
1998-07-02|Sonics|Bob Weiss||re-signed as assistant coach
1998-07-02|Sonics|Dwane Casey||re-signed as assistant coach
1998-07-15|Pacers|Larry Bird||named executive VP in addition to head coach
1998-07-22|76ers|Randy Ayers||hired as assistant coach
1998-07-24|Sonics||Tim Grgurich|resigned as assistant coach
1998-08-18|Kings||Eddie Jordan|fired as head coach
1998-08-18|Kings||Mike Bratz|fired as assistant coach
1998-08-20|Bulls|Frank Hamblen||re-signed as assistant coach
1998-08-26|Bucks||Chris Ford|fired as head coach
1998-08-26|Bucks||Dick Versace|fired as assistant coach
1998-08-26|Bulls|Jim Wooldridge||hired as assistant coach
1998-08-27|Bulls|Bill Cartwright||re-signed as assistant coach
1998-08-29|Bucks|George Karl||hired as head coach, signed to a reported 4-year, $20M contract
1998-09-17|Bucks|Terry Stotts||hired as assistant coach
1998-09-17|Kings|Rick Adelman||hired as head coach
1998-09-22|Nuggets|Louie Dampier||hired as assistant coach
1998-09-22|Nuggets|John Lucas Sr.||hired as assistant coach
1998-09-22|Nuggets|Mike D'Antoni||hired as head coach and signed to a reported 3-year, $2.75M contract
1998-09-22|Nuggets|Mike Evans||hired as assistant coach
1998-09-29|Sonics|Nate McMillan||hired as assistant coach
1998-09-30|Pistons|Bob Ociepka||hired as assistant coach
