date|team|acquired|relinquished|notes
1998-01-27|Athletics|John Kuehl||hired as R manager
1998-01-27|Athletics|Greg Sparks||hired as minor league manager
1998-01-27|Athletics|Juan Navarette||hired as minor league manager
1998-01-27|Athletics|Tony DeFrancesco||hired as minor league manager
1998-02-03|Mets|Roger LaFrancois||hired as minor league manager and roving minor league catching instructor
1998-02-06|Indians|Felix Fermin||hired as Dominican Summer League manager
1998-09-01|Tigers||Buddy Bell|fired as manager
1998-09-01|Tigers|Larry Parrish||promoted to interim manager for the remainder of the season
1998-10-15|Astros|Larry Dierker||re-signed as manager to a contract extension through 2000
1998-10-15|Tigers|Larry Parrish||promoted to manager, signed to a 2-year contract
1998-11-17|Athletics|Bob Geren||hired as minor league manager
1998-11-17|Athletics|Juan Navarrete||hired as minor league manager
1998-11-17|Athletics|Tony DeFrancesco||hired as AA manager
1998-12-21|Orioles|Duffy Dyer||hired as R manager
1999-01-28|Marlins|Kim-Lee Carkeek-Luchs||hired as manager of minor league administration
1999-01-28|Marlins|Mike Parkinson||hired as manager of minor league operations
1999-07-14|Royals|Tony Muser||re-signed as manager to a contract extension through 2000
1999-08-12|Brewers||Phil Garner|fired as manager
1999-08-12|Brewers|Joe Lefebvre||hired as interim manager
1999-09-03|Angels||Terry Collins|resigned as manager
1999-09-03|Angels|Joe Maddon||hired as interim manager
1999-10-04|Cubs||Jim Riggleman|fired as manager
1999-10-05|Mariners|Terry Pollreisz||hired as A manager
1999-10-05|Royals|John Mizerock||hired as minor league manager
1999-10-07|Mariners|Dan Rohn||re-signed as AA manager
1999-10-07|Orioles||Ray Miller|team declined to exercise contract option on manager
1999-10-08|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 2-year contract extension through 2001
1999-10-12|Royals|Joe Szekely||hired as A manager
1999-10-14|Tigers||Larry Parrish|fired as manager
1999-10-14|Tigers|Phil Garner||hired as manager, signed to a 4-year contract
1999-10-15|Indians||Mike Hargrove|fired as manager
1999-10-20|Blue Jays|Marty Pevey||hired as A manager
1999-10-20|Blue Jays|Rocket Wheeler||hired as AA manager
1999-10-20|Rockies|Buddy Bell||hired as manager
1999-10-24|Twins|Phil Roof||hired as AAA manager
1999-10-26|Padres|Howard Bushong||hired as R manager
1999-10-28|Reds|Jack McKeon||re-signed as manager to a 1-year contract
1999-11-01|Blue Jays|Kevin Briand||hired as manager, amateur baseball
1999-11-01|Cubs|Don Baylor||hired as manager, signed to a 4-year contract
1999-11-01|Indians|Charlie Manuel||promoted to manager
1999-11-03|Orioles|Mike Hargrove||hired as manager, signed to a 3-year contract
1999-11-03|Pirates|Jay Loviglio||hired as A manager
1999-11-03|Pirates|Curt Wilkerson / Curtis Wilkerson?||hired as A manager
1999-11-03|Pirates|Marty Brown||hired as AA manager
1999-11-03|Pirates|Ramon Zapata||hired as R manager
1999-11-03|Pirates|Tracy Woodson||hired as A manager
1999-11-03|Pirates|Trent Jewett||hired as AAA manager
1999-11-03|Pirates|Woody Huyke||hired as R manager
1999-11-04|Brewers|Dave Lopes / Davey Lopes||hired as manager, signed to a 3-year contract
1999-11-05|Marlins|Rick Renteria / Rich Renteria||hired as AA manager
1999-11-08|Marlins|Lynn Jones||re-signed as AAA manager
1999-11-09|Athletics|Tony DeFransesco||hired as AA manager
1999-11-09|Athletics|Bob Geren||hired as AAA manager
1999-11-09|Athletics|Greg Sparks||hired as A manager
1999-11-09|Athletics|Juan Navarrete||hired as A manager
1999-11-12|Rangers|DeMarlo Hale||hired as AAA manager
1999-11-18|Angels|Mike Scioscia||hired as manager
1999-11-19|Orioles|Joe Ferguson||hired as A manager
1999-11-22||Sparky Lisle||re-signed as minor league manager to a 3-year contract
1999-11-23|Mariners|Mark Parent||hired as A manager
1999-11-23|Orioles|Dave Machemer||hired as A manager
1999-11-23|Orioles|Marv Foley||hired as AAA manager
1999-11-23|Orioles|Andy Etchebarren||hired as AA manager
1999-11-24|Cardinals|Tom Lawless||hired as A manager
1999-11-24|Giants|Shane Turner||hired as AAA manager
1999-12-01|Diamondbacks|Dave Jorn||hired as A manager
1999-12-01|White Sox|Nick Leyva||hired as AAA manager
1999-12-02|Cubs|Richie Zisk||hired as A manager
1999-12-02|Cubs|Steve McFarland||hired as A manager
1999-12-02|Diamondbacks|Tom Spencer||hired as AAA manager
1999-12-02|Giants|Bill Hayes||hired as AA manager
1999-12-03|Diamondbacks|Chip Hale||hired as R manager
1999-12-03|Red Sox|Billy Gardner Jr.||hired as AA manager
1999-12-06|Diamondbacks|Scott Coolbaugh||hired as A manager
1999-12-06|Tigers|Gene Roof||hired as AA manager
1999-12-06|Tigers|Bruce Fields||re-signed as A manager
1999-12-06|Tigers|Dave Anderson||hired as AAA manager
1999-12-06|Tigers|William Barnes||hired as A manager
1999-12-07|Rockies|Chris Cron||hired as AAA manager
1999-12-08|Brewers|Dan Norman||hired as R manager
1999-12-08|Brewers|Barry Moss||hired as A manager
1999-12-08|Brewers|Carlos Lezcano||hired as AA manager
1999-12-08|Brewers|Steve Smith||hired as AAA manager
1999-12-08|Reds|Dave Miley||hired as AAA manager
1999-12-13|Twins|Jeff Carter||hired as R manager
1999-12-13|Twins|Jose Marzan||hired as A manager
1999-12-13|Twins|Stan Cliburn||hired as A manager
1999-12-16|Astros|Larry Dierker||re-signed as manager to a contract extension through 2002
1999-12-16|Astros|Jackie Moore||hired as AA manager
1999-12-17|Dodgers|Doug Ebel / Dino Ebel||hired as A manager
1999-12-17|Dodgers|Rick Burleson||hired as AA manager
1999-12-17|Dodgers|Butch Hughes||hired as A manager
1999-12-17|Dodgers|John Shoemaker||hired as A manager
1999-12-17|Dodgers|Juan Bustabad||hired as R manager
1999-12-17|Dodgers|Tom Gamboa||hired as AAA manager
1999-12-17|Giants|Fred Stanley||hired as A manager
1999-12-20|Phillies|Darold Knowles||hired as R manager
1999-12-20|Phillies|Frank Klebe||hired as A manager
1999-12-20|Phillies|Greg Legg||hired as A manager
1999-12-20|Phillies|Ken Oberkfell||hired as A manager
1999-12-20|Rockies|Joe Mikulik||hired as A manager
1999-12-21|Astros|Al Pedrigue||hired as A manager
1999-12-21|Astros|Brad Wellman||hired as A manager
1999-12-21|Astros|Manny Acta||hired as A manager
1999-12-21|Astros|Tony Pena Sr. (F.)||hired as AAA manager
2000-01-04|Indians|Dave Turgeon||hired as R manager
2000-01-04|Indians|Brad Komminsk||hired as A manager
2000-01-04|Indians|Eric Wedge||hired as AA manager
2000-01-04|Indians|Joel Skinner||hired as AAA manager
2000-01-04|Indians|Ricky Gutierrez||hired as A manager
2000-01-19|Giants|Keith Comstock||hired as minor league manager
2000-01-19|Yankees|Dan Radison||hired as AA manager
2000-01-19|Yankees|Derek Shelton||hired as minor league manager
2000-02-24|Athletics|Art Howe||re-signed as manager to a 1-year contract extension through 2001
2000-10-01|Phillies||Terry Francona|fired as manager
2000-10-02|Diamondbacks||Buck Showalter|fired as manager
2000-10-02|Pirates||Gene Lamont|fired as manager
2000-10-02|Reds||Jack McKeon|fired as manager
2000-10-03|Twins|(J.) Tom Kelly||re-signed as manager to a 1-year contract extension
2000-10-05|Reds||Mike Rojas|fired as manager of AA
2000-10-05|Tigers|Bruce Fields||hired as manager of AAA
2000-10-06|Dodgers|Davey Johnson||fired as manager
2000-10-10|Blue Jays||Jim Fregosi Sr.|fired as manager
2000-10-13|Orioles|Mike Hargrove||team exercised contract option on manager Mike Hargrove
2000-10-19|Giants||Dusty Baker|re-signed as manager to a 2-year contract
2000-10-30|Diamondbacks|Bob Brenly||hired as manager
2000-10-31|Mets|Bobby Valentine||signed as manager to a 3-year contract with fourth year option
2000-11-01|Dodgers|Jim Tracy||hired as manager
2000-11-01|Phillies|Larry Bowa||hired as manager
2000-11-03|Blue Jays|John Martinez / Buck Martinez||signed as manager to a 3-year contract
2000-11-03|Reds|Bob Boone||hired as manager to a 2-year contract
2000-11-09|Cubs|Bruce Kimm||hired as manager
2000-11-09|Padres|Craig Colbert||hired as A manager
2000-11-09|Padres|Rick Sweet||hired as AAA manager
2000-11-09|Padres|Tracy Woodson||hired as AA manager
2000-11-10|Cubs|Dave Trembley||hired as A manager
2000-11-15|Tigers|Brent Gates||hired as A manager
2000-11-17|Dodgers|Rick Sofield||hired as AAA manager
2000-11-21|Orioles|Dave Machemer||hired as AA manager
2000-11-21|Orioles|Jack Voigt||hired as A manager
2000-11-21|Orioles|Andy Etchebarren||hired as AAA manager
2000-11-22|Marlins|Chris Chambliss||hired as AAA manager
2000-11-29|Brewers|Wendell Kim||hired as AAA manager
2000-11-29|Pirates|Fred Stanley||hired as R manager
2000-12-01|Brewers|Frank Kemblas||hired as A manager
2000-12-01|Brewers|Ed Romero||promoted to AA manager
2000-12-04|Dodgers|Manny Mota||hired as manager of Dominican Winter League
2000-12-07|Diamondbacks|Steve Scarsone||hired as A manager
2000-12-13|Phillies|Ramon Aviles||hired as A manager
2000-12-19|Dodgers|Doug Ebel / Dino Ebel||hired as A manager
2000-12-19|Dodgers|Bob Mariano||hired as A manager
2000-12-19|Dodgers|John Shoemaker||hired as AA manager
2000-12-19|Indians|Chris Bando||hired as A manager
2000-12-19|Indians|Brad Komminsk||re-signed as A manager
2000-12-19|Indians|Eric Wedge||promoted to AAA manager
2000-12-20|Giants|Lenn Sakata||hired as A manager
2000-12-21|Devil Rays|Buddy Biancalana||hired as A manager
2000-12-21|Devil Rays|Edwin Rodriguez||hired as A manager
2000-12-21|Indians|Dave Turgeon||re-signed as A manager
2000-12-21|Indians|Ted Kubiak||hired as A manager
2000-12-21|Rockies|Dave Collins||hired as minor league manager
2000-12-22|Pirates|Pete Mackanin||hired as A manager
2001-01-10|Padres|Tom Lawless||hired as minor league manager
2001-01-17|Angels|Mike Brumley||hired as AA manager
2001-01-17|Mets|Tony Tijerina||hired as minor league manager
2001-01-25|Padres|Jeff Gardner (a)||promoted to minor league manager
2001-02-18|White Sox|Jerry Manuel||re-signed as manager to a 4-year contract extension through 2004 with a 1-year team option for 2005
2001-03-01|Reds||Len Dykstra / Lenny Dykstra|resigned as minor league manager
2001-03-21|Indians|Chris Bando||hired as AA manager
2001-04-11|Indians|Dave Turgeon||hired as A manager
2001-04-11|Indians|Rouglas Odor||hired as A manager
2001-04-11|Indians|Henry Centeno||hired as manager of Venezuelan Summer League team
2001-04-18|Devil Rays||Larry Rothschild|fired as manager
2001-04-18|Devil Rays|Hal McRae||promoted to manager, signed to a contract through 2003
2001-05-04|Rangers||Johnny Oates|resigned as manager
2001-05-04|Rangers|Jerry Narron||hired as manager
2001-05-31|Expos||Felipe Alou (a)|fired as manager
2001-05-31|Expos|Jeff Torborg||promoted to manager
2001-07-27|Athletics|Thad Bosley||hired as manager of Arizona Fall League
2001-10-05|Marlins||Tony Perez|resigned as manager (remained as special assistant to the GM)
2001-10-12|Tigers|Phil Regan||hired as A manager
2001-10-12|Twins||(J.) Tom Kelly|retired as manager
2001-10-19|Astros||Larry Dierker|resigned as manager
2001-10-19|Diamondbacks|Al Pedrique||hired as AAA manager
2001-10-19|Diamondbacks|Chip Hale||hired as AA manager
2001-10-24|Indians|Charlie Manuel||team exercised contract option on manager for 2002
2001-11-02|Astros|Jimy Williams||hired as manager, signed to a 3-year contract
2001-11-20|Angels|Abe Flores||hired as manager of baseball operations
2001-11-21|Padres|Craig Colbert||hired as AA manager
2001-11-21|Padres|George Hendrick||hired as minor league manager
2001-11-21|Padres|Jeff Gardner (a)||hired as minor league manager
2001-11-21|Padres|Tracy Woodson||hired as minor league manager
2001-11-26|Royals|Bucky Dent||hired as AAA manager
2001-12-01|Reds|Jayhawk Owens (MLB NYT) / J. Owens||hired as A manager
2001-12-05|Astros|Chris Maloney||hired as AAA manager
2001-12-06|Rangers|Bobby Jones||hired as AAA manager
2001-12-20|Cardinals|Mark DeJohn||hired as AA manager
2002-01-01|Angels|Bobby Meacham||hired as minor league manager (date approximate)
2002-01-03|Indians|Ted Kubiak||hired as A manager
2002-01-03|Indians|Brad Komminsk||hired as AA manager
2002-01-03|Indians|Torey Lovullo||hired as A manager
2002-01-04|Twins|Ron Gardenhire||hired as manager
2002-01-07|Rangers|Darryl Kennedy||hired as minor league manager
2002-01-08|Giants|Lenn Sakata||hired as AAA manager
2002-01-09|Giants|Mario Mendoza (a)?||hired as AA manager
2002-01-10|Giants|Bill Hayes||hired as A manager
2002-01-14|Giants|Mike Ramsey||hired as A manager
2002-01-15|Rangers|Tim Ireland||hired as AA manager
2002-01-22|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 3-year contract extension through 2004
2002-02-11|Rockies|P.J. Carey||hired as AA manager
2002-02-12|Marlins|Jeff Torborg||hired as manager
2002-02-18|Pirates|Andy Stewart||hired as A manager
2002-03-05|Red Sox||Joe Kerrigan|fired as manager
2002-03-05|Red Sox|Mike Cubbage||promoted to interim manager
2002-03-11|Red Sox|Grady Little||hired as manager
2002-03-12|Expos|Dave Machemer||hired as minor league manager
2002-03-12|Expos|Bob Didier||hired as minor league manager
2002-03-12|Expos|Dave Huppert||hired as AA manager
2002-04-08|Tigers||Phil Garner|fired as manager
2002-04-08|Tigers|Luis Pujols||hired as interim manager
2002-04-09|Tigers|Luis Pujols||hired as manager to a 1-year contract
2002-04-18|Brewers||Dave Lopes / Davey Lopes|fired as manager
2002-04-18|Brewers|Jerry Royster||hired as interim manager
2002-04-25|Athletics|Art Howe||team exercised contract option on manager for 2003
2002-04-26|Rockies||Buddy Bell|fired as manager
2002-04-26|Rockies|Clint Hurdle||hired as manager
2002-04-30|Brewers|Jerry Royster||named manager through the 2002 season
2002-04-30|Royals||Tony Muser|fired as manager
2002-04-30|Royals|John Mizerock||promoted to interim manager
2002-05-15|Royals|Tony Pena Sr. (F.)||hired as manager
2002-06-03|Blue Jays||John Martinez / Buck Martinez|fired as manager
2002-06-03|Blue Jays|Carlos Tosca||promoted to manager for the remainder of the season
2002-07-05|Cubs||Don Baylor|fired as manager
2002-07-05|Cubs|Bruce Kimm||hired as interim manager
2002-07-11|Indians||Charlie Manuel|fired as manager
2002-07-11|Indians|Joel Skinner||hired as interim manager
2002-07-23|Reds|Bob Boone||re-signed as manager to a contract extension through 2003
2002-08-07|Rockies|Clint Hurdle||re-signed as manager to a 2-year contract extension with team option for the following 2 years
2002-09-03|Blue Jays|Carlos Tosca||re-signed as manager to a 2-year contract extension through 2004
2002-09-29|Cubs||Bruce Kimm|fired as interim manager
2002-09-30|Tigers||Luis Pujols|fired as manager
2002-09-30|Devil Rays||Hal McRae|fired as manager
2002-10-01|Mets||Bobby Valentine|fired as manager
2002-10-01|Rangers||Jerry Narron|fired as manager
2002-10-02|Brewers||Jerry Royster|fired as manager
2002-10-09|Tigers|Alan Trammell||hired as manager, signed to a 4-year contract
2002-10-11|Rangers|Buck Showalter||hired as manager
2002-10-16|Phillies|Roly de Armas||hired as minor league manager
2002-10-16|Phillies|Ruben Amaro Sr.||hired as minor league manager
2002-10-16|Phillies|Sam Mejias||hired as Dominican summer league team manager
2002-10-28|Mets|Art Howe||hired as manager, signed to a 4-year, $9.4M contract
2002-10-28|Devil Rays||Randy Winn|trade with Mariners
2002-10-28|Mariners|Randy Winn||trade with Devil Rays
2002-10-28|Devil Rays|Lou Piniella||hired as manager, signed to a 4-year contract
2002-10-29|Athletics|Ken Macha||hired as manager
2002-10-29|Brewers|Ned Yost Sr.||hired as manager
2002-10-29|Indians|Eric Wedge||hired as manager
2002-11-05|Braves|Pat Kelly||hired as AAA manager
2002-11-13|Giants|Felipe Alou (a)||hired as manager, signed to a 3-year contract
2002-11-15|Cubs|Dusty Baker||hired as manager
2002-11-15|Mariners|Bob Melvin||hired as manager, signed to a 2-year contract with a 1-year team option
2002-11-19|Expos|Frank Robinson||hired as manager, signed to a 1-year contract
2002-11-19|Yankees|Bucky Dent||hired as AAA manager
2002-11-20|Brewers|Cecil Cooper||hired as AAA manager
2002-11-20|Expos|Dave Machemer||hired as AA manager
2002-11-20|Expos|Doug Sisson||hired as A manager
2002-11-20|Expos|Dave Huppert||hired as AAA manager
2002-11-20|Expos|Joey Cora||hired as A manager
2002-11-21|Tigers|Larry Parrish||hired as AAA manager
2002-11-22|Braves|Ralph Wheeler||hired as minor league manager
2002-11-26|Phillies|Larry Bowa||re-signed as manager to a contract extension through 2004 with a team option for 2005
2002-12-04|Mets|John Stearns||hired as AA manager
2002-12-06|Red Sox|Buddy Bailey||hired as AAA manager
2002-12-06|Red Sox|Ron Johnson||hired as AA manager
2002-12-10|Athletics|Greg Sparks||hired as minor league (AA?) manager
2002-12-10|Athletics|Rick Rodriguez||hired as minor league manager
2002-12-10|Athletics|Tony DeFrancesco||hired as AAA manager
2002-12-10|Athletics|Webster Garrison||hired as minor league manager
2002-12-16|Pirates|Jeff Branson||hired as minor league manager
2002-12-18|Cubs|Mike Quade||hired as AAA manager
2002-12-18|Cubs|Rick Kranitz||hired as minor league manager
2002-12-18|Mets|Tony Tijerina||hired as minor league manager
2002-12-18|Mets|Bob Floyd / Bobby Floyd||hired as AAA manager
2003-01-23|Devil Rays|Omer Munoz||hired as minor league manager
2003-01-30|Dodgers|Dann Bilardello||hired as minor league manager
2003-01-30|Dodgers|Doug Ebel / Dino Ebel||promoted to AA manager
2003-01-30|Dodgers|John Shoemaker||hired as AAA manager
2003-01-30|Dodgers|Scott Little||hired as A manager
2003-01-30|Dodgers|Travis Barbary||hired as R manager
2003-01-31|Giants|Bert Hunter||hired as R manager
2003-01-31|Giants|Bill Hayes||hired as A manager
2003-01-31|Giants|Fred Stanley||hired as AAA manager
2003-01-31|Giants|Jack Lind||hired as minor league manager
2003-01-31|Giants|Mike Ramsey||hired as A manager
2003-01-31|Giants|Shane Turner||hired as AA manager
2003-02-05|Red Sox|Tim Leiper||hired as A manager
2003-02-05|Red Sox|Jon Deeble||hired as Short-A manager
2003-02-05|Red Sox|Josman Robles||hired as manager for Venezuelan Summer League
2003-02-05|Red Sox|Nelson Paulino||hired as manager of Dominican Summer League team
2003-02-05|Red Sox|Ralph Treuel||hired as minor league field operations coordinator and manager
2003-02-05|Red Sox|Russ Morman||hired as A manager
2003-02-07|Diamondbacks|Tony Perezchica||hired as minor league manager
2003-03-30|Diamondbacks|Bob Brenly||team exericised contract option on manager until 2004
2003-05-11|Marlins||Jeff Torborg|fired as manager
2003-05-11|Marlins|Jack McKeon||hired as manager
2003-07-11|Pirates|Lloyd McClendon||re-signed as manager to a contract extension through 2004 with a team option for 2005
2003-07-12|Angels|Mike Scioscia||re-signed as manager to a 2-year contract extension
2003-07-25|Indians|Eric Wedge||team exercised 2-year contract option on manager through 2006
2003-07-28|Reds||Nationals|fired as manager
2003-07-28|Reds||Bob Boone|fired as manager
2003-07-28|Reds|Dave Miley||promoted to interim manager for rest of 2003 season
2003-08-20|Blue Jays|Charles Wilson||promoted to manager of minor league operations
2003-09-29|Orioles||Mike Hargrove|fired as manager
2003-09-29|White Sox||Jerry Manuel|fired as manager
2003-10-22|Astros|Jimy Williams||re-signed as manager to a contract extension through 2005
2003-10-22|Diamondbacks|Chip Hale||promoted to AAA manager
2003-10-27|Red Sox||Grady Little|team declined to exercise contract option as manager for 2004
2003-10-28|Marlins|Jack McKeon||re-signed as manager to a 1-year contract through 2004
2003-10-28|Tigers|Rick Sweet||hired as AA manager
2003-10-29|Rockies|Marv Foley||hired as AAA manager
2003-10-30|Tigers|Matt Walbeck||hired as AA(?) manager
2003-10-31|Royals|Tony Pena Sr. (F.)||re-signed as manager to a 2-year contract extension through 2006
2003-11-03|White Sox|Ozzie Guillen||hired as manager, signed to a 2-year contract through 2004-05 with a 1-year team option for 2006
2003-11-04|Angels|Bobby Magallanes||hired as minor league manager
2003-11-07|Orioles|Lee Mazzilli||hired as manager
2003-11-12|Rockies|Clint Hurdle||team exercised contract option on manager through 2006
2003-11-20|Orioles|Tim Leiper||hired as AAA manager
2003-11-20|Orioles|Bien Figueroa||hired as minor league manager
2003-11-20|Orioles|Don Buford||hired as minor league manager
2003-11-20|Orioles|Gary Kendall||hired as minor league manager
2003-12-04|Red Sox|Terry Francona||hired as manager, signed to a 3-year contract through 2006 with a 1-year team option for 2007
2003-12-04|Reds|Dave Miley||promoted to manager, signed to a 1-year contract with a team option
2003-12-10|Brewers|Ned Yost Sr.||team exercised contract option on manager through 2005 and added a team option for 2006
2003-12-12|Phillies|Larry Bowa||team exercised contract option on manager for 2005 and added team options for 2006 and 2007
2003-12-14|Expos|Tim Raines Sr.||hired as A manager
2004-01-09|Dodgers|Terry Kennedy||hired as AAA manager
2004-01-09|Red Sox|Chad Epperson||hired as minor league (A?) manager
2004-01-09|Red Sox|Todd Claus||hired as minor league (A?) manager
2004-01-09|Red Sox|Luis Alicea||hired as minor league manager
2004-01-22|White Sox|Chris Cron||hired as minor league manager
2004-01-22|White Sox|Kevin Pillifant||hired as minor league manager
2004-01-22|White Sox|Anthony Shines / Razor Shines||hired as AAA manager
2004-01-22|White Sox|John Orton||hired as R manager
2004-01-22|White Sox|Ken Dominguez / Kenny Dominguez?||hired as minor league manager
2004-01-28|Diamondbacks|Wally Backman||hired as A manager
2004-02-10|Diamondbacks|Jim Presley||hired as R manager
2004-02-17|Brewers|Johnny Narron||hired as minor league manager
2004-02-17|Brewers|Mel Queen||hired as minor league manager
2004-02-17|Padres|Bruce Bochy||team exercised contract option on manager for 2005
2004-02-27|Royals|Brian Rupp||hired as R manager
2004-02-27|Royals|Frank White||hired as AA manager
2004-02-27|Royals|Jim Gabella||hired as A manager
2004-03-05|Giants|Felipe Alou (a)||team exercised contract option on manager for 2005
2004-04-05|Braves|Bobby Cox||team exercised contract option on manager for 2005
2004-04-05|Pirates|Lloyd McClendon||re-signed as manager to a contract extension through 2005 with a team option fro 2006
2004-04-09|Yankees|Joe Torre (a)||re-signed as manager to a 3-year contract extension through 2007 and a 6-year contract as advisor
2004-05-08|Mets|Tony Tijerina||hired as minor league manager
2004-06-05|White Sox||Nixey Callahan|replaced as manager
2004-07-02|Diamondbacks||Bob Brenly|fired as manager
2004-07-02|Diamondbacks|Al Pedrique||promoted to interim manager for the remainder of the season
2004-07-14|Astros||Jimy Williams|fired as manager
2004-07-14|Astros|Phil Garner||hired as interim manager
2004-08-08|Blue Jays||Carlos Tosca|fired as manager
2004-08-08|Blue Jays|John Gibbons||promoted to interim manager
2004-09-06|Reds|Dave Miley||team exercised contract option on manager through 2005
2004-10-02|Marlins|Jack McKeon||re-signed as manager to a 1-year contract extension
2004-10-02|Phillies||Larry Bowa|fired as manager
2004-10-04|Blue Jays|John Gibbons||promoted to manager, signed to a 1-year contract
2004-10-04|Mariners||Bob Melvin|fired as manager
2004-10-05|Tigers|Alan Trammell||team exercised contract option as manager for 2006
2004-10-11|Reds|Dave Miley||re-signed as manager to a contract extension through 2006 with a team option for 2007
2004-10-20|Mariners|Mike Hargrove||hired as manager, signed to a 3-year contract
2004-10-29|Rockies|Matt Vinnola||hired as manager of professional scouting
2004-11-01|Diamondbacks|Wally Backman||hired as manager
2004-11-03|Astros|Phil Garner||promoted to manager
2004-11-04|Mets|Willie Randolph||hired as manager
2004-11-04|Phillies|Charlie Manuel||hired as manager
2004-11-05|Diamondbacks||Wally Backman|fired as manager
2004-11-05|Diamondbacks|Bob Melvin||hired as manager
2004-11-24|Dodgers|Jim Tracy||re-signed as manager to a 2-year contract extensionn through 2006
2004-12-03|Rockies|Jeff Bridich||hired as manager of minor league operations
2004-12-17|Diamondbacks|Chip Hale||re-signed as AAA manager
2004-12-17|Diamondbacks|Tony Perezchica||hired as AA manager
2004-12-21|Diamondbacks|Jay Gainer||hired as minor league manager
2004-12-21|Diamondbacks|Bill Plummer||hired as minor league manager
2004-12-22|Dodgers|Jerry Royster||promoted to AAA manager
2004-12-22|Dodgers|John Shoemaker||hired as AA manager
2004-12-22|White Sox|Chris Cron||hired as A manager
2004-12-22|White Sox|Nick Capra||hired as A manager
2005-01-05|Twins|Ron Gardenhire||re-signed as manager to a contract extension through 2007
2005-01-14|Diamondbacks|Mark Haley||hired as minor league manager
2005-01-21|Mets|Jesse Levis||hired as minor league manager
2005-01-21|Rangers|Buck Showalter||re-signed as manager to a 3-year contract extention through 2009 with a team option for 2010
2005-01-31|Cardinals|Ron Warner||hired as minor league manager
2005-02-02|Cardinals|Tony LaRussa / Tony La Russa||re-signed as manager to a 3-year contract extension through 2007
2005-02-21|Mets|Gene Richards||hired as minor league manager
2005-02-28|Indians|John Mirabelli||re-signed as assistant general manager/ scouting operations to a contract extension through 2007
2005-03-16|Indians|Eric Wedge||re-signed as manager to a contract extension through 2007
2005-04-27|Blue Jays|John Gibbons||re-signed as manager to a 2-year contract extension
2005-05-10|Royals||Tony Pena Sr. (F.)|resigned as manager
2005-05-30|White Sox|Ozzie Guillen||re-signed as manager to a contract extension through 2008 with an option for 2009
2005-05-31|Royals|Buddy Bell||hired as manager, signed to a 2-year contract through 2007
2005-06-01|Giants|Felipe Alou (a)||re-signed as manager to a contract extension through 2006 with a team option for 2007
2005-06-21|Reds||Dave Miley|fired as manager
2005-06-21|Reds|Jerry Narron||promoted from bench coach to interim manager
2005-06-22|Padres|Bruce Bochy||re-signed as manager to a 2-year contract extension
2005-08-01|Brewers|Ned Yost Sr.||team exercised contract option on manager through 2006
2005-08-04|Orioles||Lee Mazzilli|fired as manager
2005-08-04|Orioles|Sam Perlozzo||promoted to interim manager for the rest of the season
2005-09-06|Pirates||Lloyd McClendon|fired as manager
2005-09-06|Pirates|Pete Mackanin||promoted to interim manager
2005-09-28|Reds|Jerry Narron||re-signed as manager to a contract extension through 2006 with a mutual option for 2007
2005-09-30|Devil Rays||Lou Piniella|fired as manager (team bought out remaining year on contract for $2.2M)
2005-10-02|Marlins||Jack McKeon|resigned as manager (will remain with team as special advisor to team owner and CEO)
2005-10-03|Dodgers||Jim Tracy|fired as manager
2005-10-03|Tigers||Alan Trammell|fired as manager
2005-10-04|Phillies||Steve Swisher|team declined to renew contract as minor league manager
2005-10-04|Tigers|Jim Leyland||hired as manager, signed to a 3-year contract
2005-10-05|Athletics||Ken Macha|resigned as manager
2005-10-11|Pirates|Jim Tracy||hired as manager, signed to a 3-year contract
2005-10-12|Orioles|Sam Perlozzo||promoted to manager, signed to a 3-year contract
2005-10-14|Athletics|Ken Macha||hired as manager, signed to a 3-year contract
2005-10-19|Marlins|Joe Girardi||hired as manager, signed to a 3-year contract
2005-10-31|Astros|Phil Garner||re-signed as manager to a 1-year / 2-year (SN) contract extension through 2007
2005-11-02|Rangers|Andy Fox||hired as minor league manager
2005-11-02|Rangers|Arnie Beyeler||hired as minor league manager
2005-11-02|Rangers|Carlos Subero||hired as minor league (A?) manager
2005-11-04|Phillies|John Russell||hired as AAA manager
2005-11-11|Diamondbacks|Brett Butler||hired as minor league manager (date 12-16 per SN)
2005-11-15|Devil Rays|Joe Maddon||hired as manager, signed to a 2-year contract with a team options for 2008 & 2009
2005-11-23|Yankees|Dave Miley||hired as AAA manager
2005-11-28|Diamondbacks|A.J. Hinch||hired as manager of minor league operations
2005-11-29|Devil Rays|John Tamargo Sr.(?)||hired as AAA manager
2005-12-01|Rangers|Tim Ireland||promoted to AAA manager
2005-12-06|Dodgers|Grady Little||hired as manager, signed to a 2-year contract with a 1-year team option
2005-12-15|Nationals|Frank Robinson||re-signed as manager to a 1-year contract extension
2005-12-16|Diamondbacks|Bill Plummer||hired as AA manager
2005-12-16|Rangers|Lee Slagle||hired as minor league manager
2005-12-16|Rangers|Mike Micucci||hired as minor league manager
2006-01-05|Cubs|Don Buford||hired as manager for Arizona Fall League
2006-01-05|Cubs|Jody Davis||hired as minor league manager
2006-01-05|Marlins|Bo Porter||hired as minor league (A?) manager
2006-01-05|Marlins|Luis Dorante||hired as AA manager
2006-01-05|Red Sox|Chad Epperson||hired as minor league manager
